,Relative Compactness,Surface Area,Wall Area,Roof Area,Overall Height,Orientation,Glazing Area,Glazing Area Distribution
384,0.98,514.5,294.0,90.61263654772743,7.0,2,0.25,3
385,0.98,514.5,294.0,135.20235403085323,7.0,3,0.25,3
386,0.98,514.5,294.0,94.80725049916711,7.0,4,0.25,3
387,0.98,514.5,294.0,102.8295094072171,7.0,5,0.25,3
388,0.9,563.5,318.5,146.71416697442538,7.0,2,0.25,3
389,0.9,563.5,318.5,96.2503569456774,7.0,3,0.25,3
390,0.9,563.5,318.5,173.21302255417243,7.0,4,0.25,3
391,0.9,563.5,318.5,103.03356049650648,7.0,5,0.25,3
392,0.86,588.0,294.0,151.95786194353394,7.0,2,0.25,3
393,0.86,588.0,294.0,95.69164664607763,7.0,3,0.25,3
394,0.86,588.0,294.0,145.08367461754534,7.0,4,0.25,3
395,0.86,588.0,294.0,147.8561311785999,7.0,5,0.25,3
396,0.82,612.5,318.5,141.1858283244881,7.0,2,0.25,3
397,0.82,612.5,318.5,110.95574332042143,7.0,3,0.25,3
398,0.82,612.5,318.5,189.50402967269076,7.0,4,0.25,3
399,0.82,612.5,318.5,142.5425454301677,7.0,5,0.25,3
400,0.79,637.0,343.0,146.73349825806056,7.0,2,0.25,3
401,0.79,637.0,343.0,170.56801455020153,7.0,3,0.25,3
402,0.79,637.0,343.0,150.29116043631922,7.0,4,0.25,3
403,0.79,637.0,343.0,129.99016697118412,7.0,5,0.25,3
404,0.76,661.5,416.5,125.01937910365618,7.0,2,0.25,3
405,0.76,661.5,416.5,118.4335239121979,7.0,3,0.25,3
406,0.76,661.5,416.5,153.04078347522506,7.0,4,0.25,3
407,0.76,661.5,416.5,146.96719981872462,7.0,5,0.25,3
408,0.74,686.0,245.0,217.00811448396442,3.5,2,0.25,3
409,0.74,686.0,245.0,272.50576575483285,3.5,3,0.25,3
410,0.74,686.0,245.0,196.72285528389028,3.5,4,0.25,3
411,0.74,686.0,245.0,202.48104306551065,3.5,5,0.25,3
412,0.71,710.5,269.5,212.70692042079912,3.5,2,0.25,3
413,0.71,710.5,269.5,234.5147731060573,3.5,3,0.25,3
414,0.71,710.5,269.5,224.63595158946595,3.5,4,0.25,3
415,0.71,710.5,269.5,236.87891638359957,3.5,5,0.25,3
416,0.69,735.0,294.0,225.4250672200383,3.5,2,0.25,3
417,0.69,735.0,294.0,226.6705397674319,3.5,3,0.25,3
418,0.69,735.0,294.0,210.7786405914381,3.5,4,0.25,3
419,0.69,735.0,294.0,203.92226351759285,3.5,5,0.25,3
420,0.66,759.5,318.5,247.239482310689,3.5,2,0.25,3
421,0.66,759.5,318.5,238.54957855816906,3.5,3,0.25,3
422,0.66,759.5,318.5,256.0641663487382,3.5,4,0.25,3
423,0.66,759.5,318.5,196.54277084094474,3.5,5,0.25,3
424,0.64,784.0,343.0,241.56254038181345,3.5,2,0.25,3
425,0.64,784.0,343.0,232.05866646836316,3.5,3,0.25,3
426,0.64,784.0,343.0,204.32775367838642,3.5,4,0.25,3
427,0.64,784.0,343.0,191.48598110258916,3.5,5,0.25,3
428,0.62,808.5,367.5,197.0691381226085,3.5,2,0.25,3
429,0.62,808.5,367.5,229.80099214862545,3.5,3,0.25,3
430,0.62,808.5,367.5,222.41231113572536,3.5,4,0.25,3
431,0.62,808.5,367.5,230.5373469537002,3.5,5,0.25,3
432,0.98,514.5,294.0,117.27220283802995,7.0,2,0.25,4
433,0.98,514.5,294.0,145.90806772190433,7.0,3,0.25,4
434,0.98,514.5,294.0,106.83346030557324,7.0,4,0.25,4
435,0.98,514.5,294.0,133.87074847408638,7.0,5,0.25,4
436,0.9,563.5,318.5,144.15793293418267,7.0,2,0.25,4
437,0.9,563.5,318.5,140.33425922779998,7.0,3,0.25,4
438,0.9,563.5,318.5,124.45691793766218,7.0,4,0.25,4
439,0.9,563.5,318.5,94.40587757136612,7.0,5,0.25,4
440,0.86,588.0,294.0,128.21404847795858,7.0,2,0.25,4
441,0.86,588.0,294.0,179.04460183012333,7.0,3,0.25,4
442,0.86,588.0,294.0,112.74111516640416,7.0,4,0.25,4
443,0.86,588.0,294.0,162.8018390705949,7.0,5,0.25,4
444,0.82,612.5,318.5,158.02812200441645,7.0,2,0.25,4
445,0.82,612.5,318.5,149.86147515714185,7.0,3,0.25,4
446,0.82,612.5,318.5,101.37606700835283,7.0,4,0.25,4
447,0.82,612.5,318.5,122.20755162968477,7.0,5,0.25,4
448,0.79,637.0,343.0,164.07263815950094,7.0,2,0.25,4
449,0.79,637.0,343.0,176.76815651387213,7.0,3,0.25,4
450,0.79,637.0,343.0,161.46837479071343,7.0,4,0.25,4
451,0.79,637.0,343.0,152.89373762330828,7.0,5,0.25,4
452,0.76,661.5,416.5,116.50523609259679,7.0,2,0.25,4
453,0.76,661.5,416.5,134.21644594521948,7.0,3,0.25,4
454,0.76,661.5,416.5,120.62208558824825,7.0,4,0.25,4
455,0.76,661.5,416.5,129.97404696384436,7.0,5,0.25,4
456,0.74,686.0,245.0,242.47159014741584,3.5,2,0.25,4
457,0.74,686.0,245.0,203.22970515552223,3.5,3,0.25,4
458,0.74,686.0,245.0,197.88762004991898,3.5,4,0.25,4
459,0.74,686.0,245.0,211.54103182640262,3.5,5,0.25,4
460,0.71,710.5,269.5,209.5259411284984,3.5,2,0.25,4
461,0.71,710.5,269.5,204.12056744180373,3.5,3,0.25,4
462,0.71,710.5,269.5,220.78789176244385,3.5,4,0.25,4
463,0.71,710.5,269.5,222.95183674096688,3.5,5,0.25,4
464,0.69,735.0,294.0,243.25964949609886,3.5,2,0.25,4
465,0.69,735.0,294.0,208.72368902490012,3.5,3,0.25,4
466,0.69,735.0,294.0,194.53517474907412,3.5,4,0.25,4
467,0.69,735.0,294.0,236.53437276775585,3.5,5,0.25,4
468,0.66,759.5,318.5,208.75371743047847,3.5,2,0.25,4
469,0.66,759.5,318.5,227.61416736307064,3.5,3,0.25,4
470,0.66,759.5,318.5,223.91511833673133,3.5,4,0.25,4
471,0.66,759.5,318.5,175.02071424935727,3.5,5,0.25,4
472,0.64,784.0,343.0,267.098965565401,3.5,2,0.25,4
473,0.64,784.0,343.0,215.27647816707182,3.5,3,0.25,4
474,0.64,784.0,343.0,212.654559652052,3.5,4,0.25,4
475,0.64,784.0,343.0,232.70332439401804,3.5,5,0.25,4
476,0.62,808.5,367.5,224.8270228912108,3.5,2,0.25,4
477,0.62,808.5,367.5,202.29031047087503,3.5,3,0.25,4
478,0.62,808.5,367.5,190.7624844983942,3.5,4,0.25,4
479,0.62,808.5,367.5,199.1343402821739,3.5,5,0.25,4
480,0.98,514.5,294.0,136.97237686103364,7.0,2,0.25,5
481,0.98,514.5,294.0,117.38837477448166,7.0,3,0.25,5
482,0.98,514.5,294.0,93.88580121180313,7.0,4,0.25,5
483,0.98,514.5,294.0,153.85557234952586,7.0,5,0.25,5
484,0.9,563.5,318.5,156.07911978775542,7.0,2,0.25,5
485,0.9,563.5,318.5,97.26936917107943,7.0,3,0.25,5
486,0.9,563.5,318.5,87.73895756942568,7.0,4,0.25,5
487,0.9,563.5,318.5,85.08990101315612,7.0,5,0.25,5
488,0.86,588.0,294.0,141.38657131637285,7.0,2,0.25,5
489,0.86,588.0,294.0,142.5331593029845,7.0,3,0.25,5
490,0.86,588.0,294.0,123.47522913600636,7.0,4,0.25,5
491,0.86,588.0,294.0,116.5078832405085,7.0,5,0.25,5
492,0.82,612.5,318.5,112.40013070057807,7.0,2,0.25,5
493,0.82,612.5,318.5,182.94624101899234,7.0,3,0.25,5
494,0.82,612.5,318.5,161.00897453271324,7.0,4,0.25,5
495,0.82,612.5,318.5,104.55307512113451,7.0,5,0.25,5
496,0.79,637.0,343.0,133.25356113564297,7.0,2,0.25,5
497,0.79,637.0,343.0,138.62615263788857,7.0,3,0.25,5
498,0.79,637.0,343.0,162.26283104361582,7.0,4,0.25,5
499,0.79,637.0,343.0,124.63718909127081,7.0,5,0.25,5
500,0.76,661.5,416.5,152.1008916638546,7.0,2,0.25,5
501,0.76,661.5,416.5,98.20647501429674,7.0,3,0.25,5
502,0.76,661.5,416.5,158.02835126752132,7.0,4,0.25,5
503,0.76,661.5,416.5,131.60915235454254,7.0,5,0.25,5
504,0.74,686.0,245.0,198.74755206075542,3.5,2,0.25,5
505,0.74,686.0,245.0,217.03939905155096,3.5,3,0.25,5
506,0.74,686.0,245.0,256.81140318438264,3.5,4,0.25,5
507,0.74,686.0,245.0,209.5195537882351,3.5,5,0.25,5
508,0.71,710.5,269.5,219.83466310543298,3.5,2,0.25,5
509,0.71,710.5,269.5,211.73113514340398,3.5,3,0.25,5
510,0.71,710.5,269.5,228.34280206360603,3.5,4,0.25,5
511,0.71,710.5,269.5,262.946105722216,3.5,5,0.25,5
512,0.69,735.0,294.0,211.17734880413937,3.5,2,0.25,5
513,0.69,735.0,294.0,207.878841926608,3.5,3,0.25,5
514,0.69,735.0,294.0,271.9290947385472,3.5,4,0.25,5
515,0.69,735.0,294.0,259.79915826395836,3.5,5,0.25,5
516,0.66,759.5,318.5,207.72198065185583,3.5,2,0.25,5
517,0.66,759.5,318.5,252.75903573127516,3.5,3,0.25,5
518,0.66,759.5,318.5,212.15059782717088,3.5,4,0.25,5
519,0.66,759.5,318.5,205.86161307790962,3.5,5,0.25,5
520,0.64,784.0,343.0,206.80164609887294,3.5,2,0.25,5
521,0.64,784.0,343.0,224.3983568501443,3.5,3,0.25,5
522,0.64,784.0,343.0,213.65701691177355,3.5,4,0.25,5
523,0.64,784.0,343.0,240.34000354013904,3.5,5,0.25,5
524,0.62,808.5,367.5,229.3082410806337,3.5,2,0.25,5
525,0.62,808.5,367.5,233.27401096618223,3.5,3,0.25,5
526,0.62,808.5,367.5,194.0811080399988,3.5,4,0.25,5
527,0.62,808.5,367.5,187.94242115382934,3.5,5,0.25,5
528,0.98,514.5,294.0,86.13433893681697,7.0,2,0.4,1
529,0.98,514.5,294.0,145.4161642125156,7.0,3,0.4,1
530,0.98,514.5,294.0,111.21911400924483,7.0,4,0.4,1
531,0.98,514.5,294.0,106.35474467500981,7.0,5,0.4,1
532,0.9,563.5,318.5,124.5922793157359,7.0,2,0.4,1
533,0.9,563.5,318.5,111.85080038492377,7.0,3,0.4,1
534,0.9,563.5,318.5,113.62505313386248,7.0,4,0.4,1
535,0.9,563.5,318.5,133.8422224334305,7.0,5,0.4,1
536,0.86,588.0,294.0,156.7631934267234,7.0,2,0.4,1
537,0.86,588.0,294.0,121.49579171772262,7.0,3,0.4,1
538,0.86,588.0,294.0,118.21349243743344,7.0,4,0.4,1
539,0.86,588.0,294.0,155.02203106814133,7.0,5,0.4,1
540,0.82,612.5,318.5,147.99137268020877,7.0,2,0.4,1
541,0.82,612.5,318.5,194.49679866927414,7.0,3,0.4,1
542,0.82,612.5,318.5,169.6315822294393,7.0,4,0.4,1
543,0.82,612.5,318.5,153.0173092322935,7.0,5,0.4,1
544,0.79,637.0,343.0,137.13610824100883,7.0,2,0.4,1
545,0.79,637.0,343.0,149.94324265768836,7.0,3,0.4,1
546,0.79,637.0,343.0,159.6205591844546,7.0,4,0.4,1
547,0.79,637.0,343.0,125.82707693539295,7.0,5,0.4,1
548,0.76,661.5,416.5,98.7447267624532,7.0,2,0.4,1
549,0.76,661.5,416.5,139.35397554254627,7.0,3,0.4,1
550,0.76,661.5,416.5,107.850729417779,7.0,4,0.4,1
551,0.76,661.5,416.5,98.63200351172883,7.0,5,0.4,1
552,0.74,686.0,245.0,186.22859215559566,3.5,2,0.4,1
553,0.74,686.0,245.0,249.590761706008,3.5,3,0.4,1
554,0.74,686.0,245.0,221.39991754328815,3.5,4,0.4,1
555,0.74,686.0,245.0,272.1100489744286,3.5,5,0.4,1
556,0.71,710.5,269.5,226.91849498842112,3.5,2,0.4,1
557,0.71,710.5,269.5,191.385295196028,3.5,3,0.4,1
558,0.71,710.5,269.5,222.17163536746858,3.5,4,0.4,1
559,0.71,710.5,269.5,244.77959642987207,3.5,5,0.4,1
560,0.69,735.0,294.0,209.7604968314361,3.5,2,0.4,1
561,0.69,735.0,294.0,222.4801873892787,3.5,3,0.4,1
562,0.69,735.0,294.0,222.8936547322174,3.5,4,0.4,1
563,0.69,735.0,294.0,203.93147741417602,3.5,5,0.4,1
564,0.66,759.5,318.5,216.1499928891169,3.5,2,0.4,1
565,0.66,759.5,318.5,262.5302100066184,3.5,3,0.4,1
566,0.66,759.5,318.5,225.93250754744864,3.5,4,0.4,1
567,0.66,759.5,318.5,234.2934053229827,3.5,5,0.4,1
568,0.64,784.0,343.0,150.13162680955847,3.5,2,0.4,1
569,0.64,784.0,343.0,200.36551588550216,3.5,3,0.4,1
570,0.64,784.0,343.0,225.2570803331047,3.5,4,0.4,1
571,0.64,784.0,343.0,240.94608588116324,3.5,5,0.4,1
572,0.62,808.5,367.5,225.3029555189087,3.5,2,0.4,1
573,0.62,808.5,367.5,200.21522977934853,3.5,3,0.4,1
574,0.62,808.5,367.5,200.25332754361818,3.5,4,0.4,1
575,0.62,808.5,367.5,256.07076901446965,3.5,5,0.4,1
576,0.98,514.5,294.0,98.24424241169639,7.0,2,0.4,2
577,0.98,514.5,294.0,146.23818665442388,7.0,3,0.4,2
578,0.98,514.5,294.0,74.33579993788535,7.0,4,0.4,2
579,0.98,514.5,294.0,118.2619488951391,7.0,5,0.4,2
580,0.9,563.5,318.5,129.90587655771748,7.0,2,0.4,2
581,0.9,563.5,318.5,116.8166200842401,7.0,3,0.4,2
582,0.9,563.5,318.5,149.35149716513695,7.0,4,0.4,2
583,0.9,563.5,318.5,77.24230328091929,7.0,5,0.4,2
584,0.86,588.0,294.0,104.82519046417025,7.0,2,0.4,2
585,0.86,588.0,294.0,139.36243028155184,7.0,3,0.4,2
586,0.86,588.0,294.0,103.58813283879324,7.0,4,0.4,2
587,0.86,588.0,294.0,176.70757440248795,7.0,5,0.4,2
588,0.82,612.5,318.5,136.46532177702937,7.0,2,0.4,2
589,0.82,612.5,318.5,158.7717918957842,7.0,3,0.4,2
590,0.82,612.5,318.5,120.61091903930226,7.0,4,0.4,2
591,0.82,612.5,318.5,162.81088852067128,7.0,5,0.4,2
592,0.79,637.0,343.0,139.76210807103212,7.0,2,0.4,2
593,0.79,637.0,343.0,128.70746297734104,7.0,3,0.4,2
594,0.79,637.0,343.0,177.46127409123892,7.0,4,0.4,2
595,0.79,637.0,343.0,137.96366047125292,7.0,5,0.4,2
596,0.76,661.5,416.5,131.74493499326132,7.0,2,0.4,2
597,0.76,661.5,416.5,113.11883095168906,7.0,3,0.4,2
598,0.76,661.5,416.5,158.57789172344897,7.0,4,0.4,2
599,0.76,661.5,416.5,144.1856271826699,7.0,5,0.4,2
600,0.74,686.0,245.0,202.78766776180333,3.5,2,0.4,2
601,0.74,686.0,245.0,238.30139590741442,3.5,3,0.4,2
602,0.74,686.0,245.0,245.9021051264896,3.5,4,0.4,2
603,0.74,686.0,245.0,277.9450573306381,3.5,5,0.4,2
604,0.71,710.5,269.5,189.43656475841655,3.5,2,0.4,2
605,0.71,710.5,269.5,198.00065490063656,3.5,3,0.4,2
606,0.71,710.5,269.5,238.3729556877035,3.5,4,0.4,2
607,0.71,710.5,269.5,202.42837159578175,3.5,5,0.4,2
608,0.69,735.0,294.0,251.67945220382103,3.5,2,0.4,2
609,0.69,735.0,294.0,215.81977361212387,3.5,3,0.4,2
610,0.69,735.0,294.0,211.41959452435754,3.5,4,0.4,2
611,0.69,735.0,294.0,240.4693180823914,3.5,5,0.4,2
612,0.66,759.5,318.5,218.52577845493877,3.5,2,0.4,2
613,0.66,759.5,318.5,268.20850382803303,3.5,3,0.4,2
614,0.66,759.5,318.5,190.563968697258,3.5,4,0.4,2
615,0.66,759.5,318.5,179.03312308377798,3.5,5,0.4,2
616,0.64,784.0,343.0,205.31547973013818,3.5,2,0.4,2
617,0.64,784.0,343.0,195.53812136068942,3.5,3,0.4,2
618,0.64,784.0,343.0,253.0521171080743,3.5,4,0.4,2
619,0.64,784.0,343.0,228.87999401655048,3.5,5,0.4,2
620,0.62,808.5,367.5,224.12998984493007,3.5,2,0.4,2
621,0.62,808.5,367.5,234.26694939822568,3.5,3,0.4,2
622,0.62,808.5,367.5,174.28529012319595,3.5,4,0.4,2
623,0.62,808.5,367.5,229.04839224382,3.5,5,0.4,2
624,0.98,514.5,294.0,105.65461040953677,7.0,2,0.4,3
625,0.98,514.5,294.0,114.70559389253935,7.0,3,0.4,3
626,0.98,514.5,294.0,96.22887879172133,7.0,4,0.4,3
627,0.98,514.5,294.0,67.69912380193627,7.0,5,0.4,3
628,0.9,563.5,318.5,92.59875720041762,7.0,2,0.4,3
629,0.9,563.5,318.5,155.80006484887878,7.0,3,0.4,3
630,0.9,563.5,318.5,98.83817397237803,7.0,4,0.4,3
631,0.9,563.5,318.5,118.30189631593882,7.0,5,0.4,3
632,0.86,588.0,294.0,137.44982804089062,7.0,2,0.4,3
633,0.86,588.0,294.0,114.5498393736205,7.0,3,0.4,3
634,0.86,588.0,294.0,144.37741126178253,7.0,4,0.4,3
635,0.86,588.0,294.0,158.24684574750142,7.0,5,0.4,3
636,0.82,612.5,318.5,162.52318613525352,7.0,2,0.4,3
637,0.82,612.5,318.5,184.02464872673465,7.0,3,0.4,3
638,0.82,612.5,318.5,165.6553651973229,7.0,4,0.4,3
639,0.82,612.5,318.5,158.35576998387037,7.0,5,0.4,3
640,0.79,637.0,343.0,121.6025244678442,7.0,2,0.4,3
641,0.79,637.0,343.0,170.77458825072887,7.0,3,0.4,3
642,0.79,637.0,343.0,184.9730119629902,7.0,4,0.4,3
643,0.79,637.0,343.0,177.8358257234476,7.0,5,0.4,3
644,0.76,661.5,416.5,89.93643196796182,7.0,2,0.4,3
645,0.76,661.5,416.5,109.49349752636905,7.0,3,0.4,3
646,0.76,661.5,416.5,118.73482387835256,7.0,4,0.4,3
647,0.76,661.5,416.5,164.94809494045566,7.0,5,0.4,3
648,0.74,686.0,245.0,202.40551118369703,3.5,2,0.4,3
649,0.74,686.0,245.0,174.36593946919947,3.5,3,0.4,3
650,0.74,686.0,245.0,187.87521397948908,3.5,4,0.4,3
651,0.74,686.0,245.0,241.3206409259433,3.5,5,0.4,3
652,0.71,710.5,269.5,209.0500856852456,3.5,2,0.4,3
653,0.71,710.5,269.5,195.17816837857055,3.5,3,0.4,3
654,0.71,710.5,269.5,231.4620210778476,3.5,4,0.4,3
655,0.71,710.5,269.5,194.37974019096364,3.5,5,0.4,3
656,0.69,735.0,294.0,209.4474582192431,3.5,2,0.4,3
657,0.69,735.0,294.0,181.3344771710159,3.5,3,0.4,3
658,0.69,735.0,294.0,218.81677756263255,3.5,4,0.4,3
659,0.69,735.0,294.0,213.0262294184324,3.5,5,0.4,3
660,0.66,759.5,318.5,246.2472437573997,3.5,2,0.4,3
661,0.66,759.5,318.5,224.0516358737259,3.5,3,0.4,3
662,0.66,759.5,318.5,252.58617617537027,3.5,4,0.4,3
663,0.66,759.5,318.5,224.1146846310153,3.5,5,0.4,3
664,0.64,784.0,343.0,214.64157208866354,3.5,2,0.4,3
665,0.64,784.0,343.0,208.85464038587037,3.5,3,0.4,3
666,0.64,784.0,343.0,203.0815412857114,3.5,4,0.4,3
667,0.64,784.0,343.0,198.30666081430414,3.5,5,0.4,3
668,0.62,808.5,367.5,235.73037980591187,3.5,2,0.4,3
669,0.62,808.5,367.5,240.62696520887732,3.5,3,0.4,3
670,0.62,808.5,367.5,242.98126764398359,3.5,4,0.4,3
671,0.62,808.5,367.5,218.30258428505766,3.5,5,0.4,3
672,0.98,514.5,294.0,135.69085931427773,7.0,2,0.4,4
673,0.98,514.5,294.0,113.3723550098306,7.0,3,0.4,4
674,0.98,514.5,294.0,103.53235792952083,7.0,4,0.4,4
675,0.98,514.5,294.0,127.67712751727537,7.0,5,0.4,4
676,0.9,563.5,318.5,125.52051494902449,7.0,2,0.4,4
677,0.9,563.5,318.5,121.39745289386184,7.0,3,0.4,4
678,0.9,563.5,318.5,131.7974678014028,7.0,4,0.4,4
679,0.9,563.5,318.5,104.99171758632048,7.0,5,0.4,4
680,0.86,588.0,294.0,138.21784707549716,7.0,2,0.4,4
681,0.86,588.0,294.0,113.47213845355273,7.0,3,0.4,4
682,0.86,588.0,294.0,137.744153530457,7.0,4,0.4,4
683,0.86,588.0,294.0,175.63023368973143,7.0,5,0.4,4
684,0.82,612.5,318.5,161.21681759983767,7.0,2,0.4,4
685,0.82,612.5,318.5,123.01486786728088,7.0,3,0.4,4
686,0.82,612.5,318.5,136.04822064324827,7.0,4,0.4,4
687,0.82,612.5,318.5,127.89887122098341,7.0,5,0.4,4
688,0.79,637.0,343.0,103.26571688791239,7.0,2,0.4,4
689,0.79,637.0,343.0,151.44592551459377,7.0,3,0.4,4
690,0.79,637.0,343.0,173.11277036786,7.0,4,0.4,4
691,0.79,637.0,343.0,154.16528294027586,7.0,5,0.4,4
692,0.76,661.5,416.5,112.51600128400575,7.0,2,0.4,4
693,0.76,661.5,416.5,127.38772764866019,7.0,3,0.4,4
694,0.76,661.5,416.5,88.21404817773599,7.0,4,0.4,4
695,0.76,661.5,416.5,155.2664687664252,7.0,5,0.4,4
696,0.74,686.0,245.0,219.92267644698114,3.5,2,0.4,4
697,0.74,686.0,245.0,217.20532310245315,3.5,3,0.4,4
698,0.74,686.0,245.0,186.9994566656834,3.5,4,0.4,4
699,0.74,686.0,245.0,236.32378200499156,3.5,5,0.4,4
700,0.71,710.5,269.5,221.74076031107234,3.5,2,0.4,4
701,0.71,710.5,269.5,247.27047928425552,3.5,3,0.4,4
702,0.71,710.5,269.5,222.00702455225638,3.5,4,0.4,4
703,0.71,710.5,269.5,190.6215902555976,3.5,5,0.4,4
704,0.69,735.0,294.0,213.63844643847952,3.5,2,0.4,4
705,0.69,735.0,294.0,210.64917953524764,3.5,3,0.4,4
706,0.69,735.0,294.0,201.4017732298334,3.5,4,0.4,4
707,0.69,735.0,294.0,221.27331024283575,3.5,5,0.4,4
708,0.66,759.5,318.5,239.96705480546257,3.5,2,0.4,4
709,0.66,759.5,318.5,220.6477915378966,3.5,3,0.4,4
710,0.66,759.5,318.5,238.97503409225553,3.5,4,0.4,4
711,0.66,759.5,318.5,206.55643834343803,3.5,5,0.4,4
712,0.64,784.0,343.0,232.62472538861726,3.5,2,0.4,4
713,0.64,784.0,343.0,222.26441248638565,3.5,3,0.4,4
714,0.64,784.0,343.0,215.4048666009667,3.5,4,0.4,4
715,0.64,784.0,343.0,273.0491736388198,3.5,5,0.4,4
716,0.62,808.5,367.5,244.2183207443788,3.5,2,0.4,4
717,0.62,808.5,367.5,232.42674739320694,3.5,3,0.4,4
718,0.62,808.5,367.5,233.20794281822546,3.5,4,0.4,4
719,0.62,808.5,367.5,197.29489294680906,3.5,5,0.4,4
720,0.98,514.5,294.0,95.57101302145264,7.0,2,0.4,5
721,0.98,514.5,294.0,138.3603043638219,7.0,3,0.4,5
722,0.98,514.5,294.0,100.69684585865076,7.0,4,0.4,5
723,0.98,514.5,294.0,102.08016335939949,7.0,5,0.4,5
724,0.9,563.5,318.5,131.44845370857536,7.0,2,0.4,5
725,0.9,563.5,318.5,63.63595205912872,7.0,3,0.4,5
726,0.9,563.5,318.5,120.638040874051,7.0,4,0.4,5
727,0.9,563.5,318.5,124.5596851492689,7.0,5,0.4,5
728,0.86,588.0,294.0,137.46252686571506,7.0,2,0.4,5
729,0.86,588.0,294.0,156.0214915877616,7.0,3,0.4,5
730,0.86,588.0,294.0,167.236567109651,7.0,4,0.4,5
731,0.86,588.0,294.0,208.21835163704594,7.0,5,0.4,5
732,0.82,612.5,318.5,192.84038176077297,7.0,2,0.4,5
733,0.82,612.5,318.5,138.17206729215653,7.0,3,0.4,5
734,0.82,612.5,318.5,139.3169529513044,7.0,4,0.4,5
735,0.82,612.5,318.5,82.85326079933759,7.0,5,0.4,5
736,0.79,637.0,343.0,141.71039075283414,7.0,2,0.4,5
737,0.79,637.0,343.0,166.12008918856608,7.0,3,0.4,5
738,0.79,637.0,343.0,139.87332368160054,7.0,4,0.4,5
739,0.79,637.0,343.0,150.23210339585918,7.0,5,0.4,5
740,0.76,661.5,416.5,95.92179049497739,7.0,2,0.4,5
741,0.76,661.5,416.5,153.9265084599188,7.0,3,0.4,5
742,0.76,661.5,416.5,78.86634648339877,7.0,4,0.4,5
743,0.76,661.5,416.5,125.15130650959132,7.0,5,0.4,5
744,0.74,686.0,245.0,190.47959276126392,3.5,2,0.4,5
745,0.74,686.0,245.0,210.44488647636769,3.5,3,0.4,5
746,0.74,686.0,245.0,224.08743887322572,3.5,4,0.4,5
747,0.74,686.0,245.0,227.05709967632242,3.5,5,0.4,5
748,0.71,710.5,269.5,204.52893277683947,3.5,2,0.4,5
749,0.71,710.5,269.5,228.4426962286305,3.5,3,0.4,5
750,0.71,710.5,269.5,204.01141499013838,3.5,4,0.4,5
751,0.71,710.5,269.5,173.70674656648632,3.5,5,0.4,5
752,0.69,735.0,294.0,204.63326498021414,3.5,2,0.4,5
753,0.69,735.0,294.0,204.88841392569037,3.5,3,0.4,5
754,0.69,735.0,294.0,188.74315118213065,3.5,4,0.4,5
755,0.69,735.0,294.0,211.28356418251784,3.5,5,0.4,5
756,0.66,759.5,318.5,180.7638741898749,3.5,2,0.4,5
757,0.66,759.5,318.5,233.75603692478632,3.5,3,0.4,5
758,0.66,759.5,318.5,253.00621442205664,3.5,4,0.4,5
759,0.66,759.5,318.5,209.791567538725,3.5,5,0.4,5
760,0.64,784.0,343.0,253.25551462479197,3.5,2,0.4,5
761,0.64,784.0,343.0,250.29299127982338,3.5,3,0.4,5
762,0.64,784.0,343.0,252.56675607637402,3.5,4,0.4,5
763,0.64,784.0,343.0,187.62121187309478,3.5,5,0.4,5
764,0.62,808.5,367.5,206.6074824593516,3.5,2,0.4,5
765,0.62,808.5,367.5,207.6362203316703,3.5,3,0.4,5
766,0.62,808.5,367.5,247.51145183751532,3.5,4,0.4,5
767,0.62,808.5,367.5,232.05509388470838,3.5,5,0.4,5
